city,lat,lng,id
Friendship Heights Village,38.9633,-77.09,1840073677
Palermo,39.4313,-121.5225,1840018777
Floral City,28.7065,-82.309,1840014057
Centerport,40.8943,-73.3714,1840005027
Pinckneyville,38.0851,-89.3718,1840009844
New Castle,39.6685,-75.5692,1840005577
Smiths Station,32.5284,-85.096,1840015792
Warm Mineral Springs,27.0469,-82.2702,1840014183
Manitou Springs,38.8576,-104.9128,1840020237
Northfield,42.1026,-87.7791,1840011305
Berlin,43.9704,-88.9505,1840002590
Central,34.7234,-82.7787,1840016494
La Grange,29.9129,-96.8767,1840020934
Winterset,41.3457,-94.0137,1840000649
Lemmon Valley,39.6879,-119.8364,1840033785
Exton,40.0307,-75.6303,1840001421
Bellows Falls,43.1344,-72.455,1840004334
Orwigsburg,40.6541,-76.104,1840002770
Citrus Park,33.5304,-112.444,1840022921
Caldwell,39.7467,-81.5127,1840010565
Cleveland,34.5971,-83.7621,1840014665
Lisbon,40.7752,-80.7628,1840011932
Polson,47.6886,-114.1411,1840019802
Cavalero,47.9846,-122.0743,1840041913
Kaser,41.1214,-74.0686,1840004977
Estacada,45.2987,-122.3338,1840019948
Chackbay,29.8817,-90.7742,1840014024
Manchester,39.6584,-76.8881,1840005702
Clarinda,40.738,-95.034,1840007180
Sunset,41.1392,-112.0285,1840021351
Wind Lake,42.823,-88.1573,1840006921
Penn Estates,41.0346,-75.2417,1840035454
St. Paul Park,44.836,-92.9949,1840008917
Simonton Lake,41.7478,-85.9657,1840004816
Ward,35.0117,-91.9577,1840015504
Hockinson,45.7302,-122.4833,1840017399
Añasco,18.286,-67.1411,1630023590
Englewood Cliffs,40.8822,-73.9466,1840003547
James City,35.0592,-77.02,1840013471
Anthony,31.9876,-106.5933,1840022138
Shepherdstown,39.4318,-77.8048,1840005761
North Oaks,45.1002,-93.0882,1840007842
Mattawa,46.737,-119.904,1840022292
Caruthersville,36.1814,-89.6664,1840007669
Port LaBelle,26.7493,-81.3876,1840014210
Williamson,34.7082,-112.5342,1840019166
Travelers Rest,34.9684,-82.4417,1840015478
Rincon Valley,32.1101,-110.6889,1840038089
East Quogue,40.8489,-72.5783,1840005041
Macon,39.7424,-92.4712,1840009486
Morganfield,37.6869,-87.8876,1840014342
Apple Valley,40.4389,-82.3481,1840026491
Palmerton,40.8023,-75.616,1840003564
San Leon,29.4901,-94.9403,1840019662
Edgewater,39.7507,-105.0626,1840020196
Jonesboro,32.2348,-92.7098,1840017001
Morris,45.5856,-95.9048,1840007786
McGregor,31.4187,-97.4283,1840020816
Westernport,39.488,-79.0429,1840005627
Kensington,37.9084,-122.2805,1840017613
Wake Village,33.424,-94.1188,1840021988
Avondale,29.9072,-90.1933,1840013987
Hawaiian Beaches,19.5423,-154.9223,1840029580
Shillington,40.3029,-75.967,1840001188
McKenzie,36.1371,-88.5077,1840015346
Uhrichsville,40.4005,-81.3515,1840010393
Lehighton,40.8306,-75.7166,1840000933
Minot AFB,48.4209,-101.3381,1840073766
Fort Rucker,31.3428,-85.7154,1840073838
Fruitland,38.3214,-75.6246,1840006218
Savannah,39.9391,-94.8279,1840009477
Fairport,43.099,-77.4427,1840004280
Union Beach,40.4454,-74.1699,1840001369
Pawcatuck,41.3774,-71.8492,1840003353
Hightstown,40.2686,-74.5253,1840003708
Brady,31.1322,-99.3697,1840019550
Brent,32.9421,-87.1753,1840013781
Eagleville,40.1604,-75.409,1840034937
Bulverde,29.7744,-98.4364,1840019628
Paxtonia,40.3166,-76.7884,1840005399
Waynesville,37.8207,-92.22,1840010846
Mount Carmel,36.562,-82.6618,1840016025
Kings Point,40.8162,-73.7407,1840005299
Bear Valley Springs,35.1775,-118.646,1840017809
Orange,38.2486,-78.1127,1840006268
Kahaluu-Keauhou,19.5726,-155.958,1840075021
Iola,37.9274,-95.4006,1840001681
Zephyrhills West,28.2311,-82.2052,1840035801
Garnet,33.9179,-116.4796,1840026985
Lake Fenton,42.8453,-83.7086,1840004341
Old Bethpage,40.7557,-73.4544,1840005247
South Sarasota,27.2856,-82.5333,1840029081
Midway,40.5183,-111.4745,1840020165
Big Bear Lake,34.2429,-116.8951,1840019119
Titusville,41.6273,-79.6699,1840000562
St. Clair,42.8262,-82.493,1840003954
Grayson,38.3317,-82.9371,1840013196
Red Oak,41.0141,-95.2248,1840009346
Cave Springs,36.2701,-94.2225,1840014440
Wadesboro,34.9645,-80.0746,1840016450
Ripley,34.7321,-88.9444,1840014640
Hawkinsville,32.2964,-83.4814,1840014904
Forsyth,33.0347,-83.9381,1840013784
Rothschild,44.8761,-89.6173,1840002172
Delhi Hills,39.0871,-84.6178,1840034107
Belvedere,33.5369,-81.9424,1840013720
Pecan Acres,32.9703,-97.4727,1840019420
Giddings,30.1833,-96.9279,1840020895
Venus,32.4312,-97.102,1840023050
Perry,41.4648,-112.0401,1840020119
Carlyss,30.1761,-93.3704,1840013961
Santa Isabel,17.9687,-66.4049,1630023545
Calistoga,38.5818,-122.5824,1840018835
Odessa,38.9988,-93.9666,1840008526
Poolesville,39.1423,-77.4102,1840005858
Livingston,30.71,-94.9381,1840022159
Walkertown,36.1578,-80.1642,1840016125
Osceola,41.0302,-93.7829,1840000889
Yarmouth Port,41.71,-70.2257,1840003248
Briar,32.9884,-97.5528,1840018035
Ranson,39.325,-77.8666,1840038308
Salem,39.5681,-75.4724,1840001529
Lake Wildwood,39.235,-121.2003,1840028313
Hendron,37.0346,-88.6437,1840013262
Bangor,40.8678,-75.2085,1840000966
Hollywood,32.7523,-80.2106,1840017281
Byron,32.6474,-83.7541,1840013820
Ballston Spa,43.0068,-73.8525,1840004254
Bisbee,31.4126,-109.9179,1840019495
Albertson,40.7715,-73.6482,1840005227
Springfield,32.3634,-81.3029,1840015803
Highwood,42.206,-87.8128,1840006974
Chisago City,45.3474,-92.9116,1840000269
Union City,40.1995,-84.8206,1840010480
Myrtletown,40.7888,-124.1286,1840018716
Gilmer,32.7317,-94.946,1840020731
Williamsville,42.9623,-78.7418,1840004392
Layhill,39.087,-77.0401,1840024491
Elmsford,41.0541,-73.8143,1840004953
Center,31.793,-94.1796,1840019528
Cutler,36.5263,-119.2884,1840019030
Farmers Loop,64.9061,-147.6957,1840075181
Naguabo,18.2116,-65.737,1630035528
Montrose,45.0668,-93.9206,1840007796
Pinardville,43.001,-71.5171,1840002991
Aberdeen,33.8287,-88.5539,1840013685
Diboll,31.1881,-94.783,1840019549
Hutchinson Island South,27.3243,-80.2425,1840073842
Williamston,35.8468,-77.0655,1840016206
Ravena,42.4755,-73.8113,1840004492
Ettrick,37.2435,-77.4287,1840001699
Thatcher,32.832,-109.7595,1840022955
South Bay,26.677,-80.7265,1840015992
Ocean Bluff-Brant Rock,42.1006,-70.6625,1840073527
Springfield,42.3246,-85.2371,1840003174
Timber Pines,28.469,-82.5999,1840029088
West Wendover,40.7407,-114.0783,1840021336
Obetz,39.8671,-82.9451,1840012408
Twin Lakes,36.9646,-121.9896,1840028200
DeWitt,41.8227,-90.5448,1840007042
Sawmills,35.8162,-81.4779,1840017755
Paulden,34.8899,-112.4938,1840019162
Attica,40.2874,-87.2452,1840007244
Mount Olive,35.1997,-78.0662,1840016321
Boulder Creek,37.1341,-122.1271,1840017650
Tichigan,42.8087,-88.215,1840006920
Parker,33.057,-96.6248,1840020661
Dunlap,35.3675,-85.3899,1840013437
Doffing,26.2788,-98.3856,1840037042
Collegeville,40.1873,-75.4581,1840003696
West Pleasant View,39.732,-105.1785,1840074740
Broadmoor,37.6914,-122.4811,1840017623
Grandwood Park,42.3929,-87.9871,1840004639
Creve Coeur,40.6425,-89.5983,1840011987
Sterling,60.5405,-150.8089,1840023417
Crawfordville,30.1995,-84.3634,1840025125
Lake City,44.4453,-92.2796,1840000321
River Ridge,28.2669,-82.6257,1840039098
Erwin,35.3226,-78.6734,1840016328
Grosse Pointe,42.3915,-82.9118,1840003976
Blauvelt,41.0689,-73.9545,1840004959
Hanamaulu,21.9954,-159.3493,1840029477
Bliss Corner,41.6054,-70.9421,1840003221
Grambling,32.5276,-92.7124,1840013807
Bret Harte,37.6021,-121.0045,1840036997
Ottawa,41.0203,-84.0354,1840011758
Birdsboro,40.262,-75.8099,1840001172
Bristol,42.5378,-88.0149,1840037916
Peñuelas,18.0595,-66.7206,1630023556
St. Clairsville,40.0792,-80.8997,1840009468
Ayden,35.4694,-77.4167,1840015388
Glendale,39.7036,-104.9352,1840028450
Turtle Creek,40.4085,-79.8214,1840001267
Margaret,33.6735,-86.468,1840016772
Colville,48.5454,-117.8986,1840018361
Carle Place,40.75,-73.6122,1840005234
Primera,26.2237,-97.7528,1840022261
Humboldt,42.7232,-94.2245,1840000400
Sergeant Bluff,42.3976,-96.3517,1840009111
Homestead Meadows North,31.8483,-106.1707,1840034867
Spring Valley,41.3357,-89.2034,1840009275
Flagler Beach,29.4716,-81.1303,1840014035
Canutillo,31.9185,-106.6006,1840018151
Rainsville,34.4939,-85.8435,1840014658
Kenneth City,27.8155,-82.7162,1840017244
Lone Grove,34.1809,-97.2559,1840020532
Silver Hill,38.8392,-76.9367,1840024548
Colona,41.4678,-90.3445,1840007098
Tara Hills,37.9939,-122.3188,1840028315
Battlement Mesa,39.4505,-108.0066,1840017532
Post,33.1911,-101.3814,1840020667
Bowie,33.5566,-97.844,1840019314
McGuire AFB,40.0285,-74.5883,1840073621
Carmi,38.0863,-88.1718,1840007525
Kings Park,38.8026,-77.2396,1840024574
Quantico Base,38.5228,-77.3187,1840073661
Coco,18.001,-66.2603,1630023633
Utica,42.629,-83.0218,1840002417
Schuylkill Haven,40.6284,-76.1729,1840002778
Scott City,37.2243,-89.536,1840009923
Portland,42.8696,-84.899,1840003073
Poplar Grove,42.3516,-88.8353,1840011146
Buellton,34.6152,-120.1943,1840019186
Daleville,31.2915,-85.7117,1840014955
Belleview,29.0609,-82.0565,1840014040
Denair,37.5262,-120.7994,1840018906
Highland Lakes,41.1716,-74.4643,1840033298
Johnstown,40.15,-82.6881,1840012328
South Pasadena,27.7526,-82.7394,1840015979
South Haven,41.5438,-87.1367,1840004834
Hugo,34.0121,-95.5115,1840020546
Tice,26.6758,-81.8171,1840014219
Town and Country,47.7259,-117.422,1840037888
Lakeview,34.9777,-85.2539,1840013553
Morganville,40.3756,-74.2444,1840005442
New Burlington,39.2624,-84.552,1840139258
Holbrook,34.9044,-110.1672,1840020334
Four Corners,45.6704,-111.178,1840032809
Rio Hondo,26.2347,-97.5817,1840021038
Sheldon,43.1796,-95.8441,1840009046
North Fond du Lac,43.8107,-88.4861,1840002607
Crestwood,38.3356,-85.4839,1840014284
Fox Chapel,40.5247,-79.8898,1840001197
Vinton,42.1631,-92.026,1840000470
De Motte,41.1988,-87.1973,1840030064
Silver Springs,39.3826,-119.2149,1840018797
Maplewood,47.3716,-122.5689,1840037569
Glencoe,33.9449,-85.9319,1840003257
Shanor-Northvue,40.9104,-79.9157,1840035235
Massac,37.0335,-88.6859,1840013263
Munroe Falls,41.1386,-81.4344,1840000798
Saltillo,34.3789,-88.6939,1840015560
Monee,41.4181,-87.7499,1840011492
Iowa Falls,42.519,-93.2662,1840008079
Roseburg North,43.2653,-123.3025,1840074590
Buckley,47.1615,-122.02,1840018455
Gretna,41.1319,-96.2447,1840007143
Stewartstown,39.7528,-76.5925,1840001465
West Hills,40.8198,-73.4339,1840034031
Glen Head,40.845,-73.618,1840005259
Salinas,17.9779,-66.2961,1630035570
Clifton,33.0249,-109.2883,1840022949
Offutt AFB,41.1207,-95.9209,1840073770
Berkeley,41.8891,-87.9114,1840011249
Carver,44.76,-93.6305,1840006758
Dundee,28.0115,-81.5995,1840017241
North Scituate,42.2121,-70.7652,1840004680
Montevideo,44.9505,-95.7153,1840007837
Sulphur,34.4977,-96.9899,1840021891
Summit,43.0504,-88.4815,1840072793
Amelia,39.0229,-84.2184,1840010681
Mechanicville,42.9037,-73.6895,1840000368
Barling,35.3284,-94.2792,1840013455
Krum,33.2652,-97.2256,1840020645
Terryville,41.6784,-73.0064,1840003261
La Crescent,43.8299,-91.3043,1840007938
Worland,44.0026,-107.9543,1840021266
Olyphant,41.4507,-75.5753,1840003388
Stafford Springs,41.9595,-72.3105,1840003275
Whiskey Creek,26.5733,-81.8903,1840029099
Doney Park,35.2687,-111.5053,1840075310
Glennville,31.9382,-81.9305,1840013832
Sea Cliff,40.8441,-73.6442,1840005326
Abbeville,34.1787,-82.3774,1840013618
Muleshoe,34.2292,-102.7284,1840020541
West Salem,43.8989,-91.0883,1840002575
Guerneville,38.5137,-122.9894,1840017578
Hawaiian Ocean View,19.0959,-155.775,1840029581
West Sayville,40.7294,-73.105,1840005112
Mullins,34.2042,-79.2535,1840014719
Swoyersville,41.2975,-75.8799,1840000771
Hoopeston,40.4608,-87.6635,1840007236
Greenfield,39.3535,-83.3884,1840008513
Hudson,31.3285,-94.8014,1840020838
Ridgeland,32.468,-80.9176,1840018086
Dwight,41.0987,-88.424,1840011783
Oak Park Heights,45.0324,-92.8099,1840007812
Gillespie,39.1258,-89.8173,1840008489
Midfield,33.4552,-86.9226,1840014791
Westvale,43.04,-76.2177,1840004318
Timnath,40.5343,-104.962,1840022410
Dellwood,38.7564,-90.2767,1840007455
South Barrington,42.0881,-88.158,1840011322
Pine Manor,26.5727,-81.8775,1840028755
Milan,41.4415,-90.5593,1840011444
Orangetree,26.2929,-81.5786,1840014234
Pittsburg,32.9997,-94.9668,1840020682
Concordia,39.5669,-97.6466,1840001541
Manchester,42.4854,-91.4556,1840009099
Montrose-Ghent,41.1538,-81.6438,1840073767
Gibson,34.8923,-92.2341,1840013533
Huxley,41.8963,-93.5914,1840007020
Princeton,45.5689,-93.59,1840008869
Alexandria,40.2584,-85.676,1840007241
Winnsboro,32.1651,-91.721,1840015814
Medical Lake,47.5712,-117.6893,1840019804
Redwood Falls,44.5471,-95.1031,1840008961
Adairsville,34.3708,-84.9211,1840013620
White Hall,34.2737,-92.1005,1840015566
Jonesboro,33.5212,-84.3541,1840014816
Polk City,41.7773,-93.7132,1840009220
Parker,34.0286,-114.2224,1840022875
Carrollton,38.68,-85.1656,1840014272
Everson,48.9123,-122.351,1840019750
Clementon,39.8046,-74.9851,1840003773
Raeford,34.981,-79.2291,1840014612
Wellington,41.161,-82.2268,1840011595
Becker,45.3815,-93.8737,1840006700
Cicero,40.1247,-86.0242,1840009459
Kingsford,45.8061,-88.0994,1840001992
Richland Center,43.3403,-90.384,1840024306
Westlake,30.2606,-93.2638,1840015928
Mayfair,36.7693,-119.7612,1840075970
Wildwood,38.9877,-74.8188,1840001602
Beckett,39.7565,-75.3564,1840033476
Alvarado,32.4068,-97.2149,1840019465
Centreville,39.042,-76.0631,1840005899
Blue Point,40.7518,-73.0352,1840005019
Wheatley Heights,40.7625,-73.3704,1840005114
Jasper,30.5062,-82.954,1840015028
Vancleave,30.5483,-88.6675,1840013934
Circle Pines,45.1409,-93.1505,1840006711
Fairfield,38.3799,-88.3724,1840008641
Bolivar,35.2645,-89.0118,1840013465
Maize,37.7748,-97.462,1840009869
Pleasant Garden,35.9595,-79.7599,1840016142
Mount Carmel,39.0978,-84.2995,1840034326
Cold Spring Harbor,40.8608,-73.4488,1840005029
Kanab,37.0262,-112.5219,1840018947
Long View,35.7217,-81.3858,1840033007
Sheridan,34.2995,-92.4226,1840015565
Blackwood,39.7982,-75.0629,1840005560
Farmville,35.5955,-77.5913,1840016275
Northvale,41.0099,-73.9505,1840000910
Crystal Springs,31.9903,-90.354,1840014932
Raynham Center,41.9327,-71.0431,1840004735
Toronto,40.4581,-80.6096,1840010407
Rutherford,40.2696,-76.7678,1840035437
Salem,37.6399,-91.5346,1840009878
Glasgow Village,38.7579,-90.1984,1840006118
Firthcliffe,41.4409,-74.0353,1840004854
Midway,35.9751,-80.2204,1840022708
St. Joseph,40.1141,-88.0354,1840012230
Buena Vista,38.832,-106.1386,1840021472
Bay Hill,28.4558,-81.5122,1840029020
Kingfisher,35.8439,-97.9381,1840020389
New Haven,42.7306,-82.7953,1840011051
Prospect,38.3471,-85.6103,1840014301
Sugarcreek,41.438,-79.8183,1840003430
Bridgeville,40.3578,-80.1061,1840001213
Seven Lakes,35.2647,-79.5865,1840013443
Winona Lake,41.2166,-85.8106,1840010281
King George,38.2807,-77.1896,1840026758
Mount Pleasant,35.5484,-87.1872,1840014519
Centreville,38.5798,-90.1039,1840007485
Big Pine Key,24.6892,-81.3676,1840014251
Lake Worth,32.813,-97.4306,1840020705
Telford,40.3259,-75.3274,1840035222
Demarest,40.955,-73.9567,1840003540
Cashmere,47.5177,-120.4673,1840018368
Mayville,43.4986,-88.5475,1840002742
Flower Hill,40.8075,-73.6755,1840005287
Suncook,43.1382,-71.4529,1840002804
Pleasant Run,39.2927,-84.5757,1840034160
Island Park,40.6051,-73.6553,1840005297
Smithville,35.9584,-85.8211,1840015350
Desloge,37.8751,-90.5192,1840007552
Davison,43.0319,-83.5186,1840002947
Benson,31.9157,-110.3257,1840019494
West Columbia,29.1422,-95.649,1840022237
East Freehold,40.2718,-74.2425,1840005441
Chinle,36.1504,-109.5794,1840017672
New Lexington,39.716,-82.208,1840012483
Vandergrift,40.5994,-79.5748,1840001163
Bealeton,38.5822,-77.7781,1840024589
Denton,38.8769,-75.8265,1840005932
Thiells,41.2067,-74.0122,1840004970
Hunters Creek Village,29.7715,-95.4987,1840020927
Cherokee,42.7501,-95.5528,1840006901
Shenandoah,40.7583,-95.372,1840009387
Middlefield,41.4604,-81.0734,1840011516
Lake Barrington,42.2121,-88.1684,1840011157
Tucumcari,35.17,-103.7046,1840021739
Berlin,38.3309,-75.215,1840006258
Clarks Summit,41.4902,-75.7065,1840003378
Wahneta,27.9574,-81.7288,1840014125
Lincoln Village,38.0054,-121.3339,1840028163
Chittenango,43.0462,-75.8749,1840004361
Flora,38.6689,-88.4759,1840008579
Duryea,41.3537,-75.7758,1840000747
Palmetto,33.5311,-84.6677,1840014740
Glendora,39.8405,-75.0678,1840033286
Nashville,31.2051,-83.2486,1840014964
Chisholm,47.4877,-92.8788,1840006588
Manheim,40.1631,-76.3963,1840003720
Luray,38.665,-78.4546,1840006141
Whitehouse,41.5215,-83.7957,1840011480
Sawgrass,30.19,-81.3704,1840029073
Normandy,38.7071,-90.3009,1840008592
Bluefield,37.2351,-81.2751,1840006451
Perry,36.2844,-97.3088,1840020371
Childersburg,33.2961,-86.3457,1840014813
Porter,41.6257,-87.0801,1840010229
Marseilles,41.3099,-88.685,1840008198
Green Tree,40.417,-80.0544,1840001235
Arnold,40.5789,-79.7653,1840003624
Rockford,45.092,-93.7453,1840008900
West Milton,39.9585,-84.3262,1840012379
Stone Park,41.9033,-87.8806,1840011327
Chattahoochee,30.6977,-84.8341,1840015020
Hummelstown,40.2657,-76.7126,1840001290
Caro,43.489,-83.4025,1840010048
Forest Hills,36.0651,-86.8403,1840013344
Ridge Manor,28.4988,-82.1832,1840014111
Falfurrias,27.2243,-98.1451,1840021014
Edgefield,33.7871,-81.9292,1840016779
Windsor Heights,41.6043,-93.7128,1840010186
DeWitt,42.8364,-84.575,1840003077
Waynesboro,31.6773,-88.6353,1840015853
Three Points,32.0596,-111.2866,1840019486
West Bay Shore,40.708,-73.2719,1840005110
Nassau Village-Ratliff,30.5109,-81.8088,1840073870
Chesterbrook,40.0736,-75.4582,1840035419
Magnolia,30.2117,-95.7419,1840020884
Michigan Center,42.2267,-84.323,1840004652
West Jefferson,39.9481,-83.2983,1840012420
Hyde Park,41.8008,-111.8119,1840018698
Dallas,35.3167,-81.1827,1840016396
Goddard,37.6658,-97.5621,1840008705
East Harwich,41.7081,-70.0339,1840003238
Pleasant View,36.3893,-87.0455,1840014461
Temple,33.7342,-85.0289,1840015678
Hickory Creek,33.1114,-97.0313,1840022013
Schlusser,40.2421,-77.1778,1840035438
Dillon,45.2177,-112.6348,1840018539
Midway North,26.1872,-98.0188,1840034872
Middletown,39.4415,-77.5348,1840005713
Olympia Fields,41.517,-87.6924,1840011308
Lindale,34.1884,-85.1808,1840013604
Manchester,37.1464,-83.7635,1840015255
DeQuincy,30.449,-93.4456,1840015038
Wolverine Lake,42.555,-83.4883,1840011061
Wamego,39.2054,-96.31,1840010634
Carthage,32.7431,-89.5337,1840014870
Black Diamond,47.313,-122.0181,1840018418
Clifton Forge,37.8232,-79.825,1840006365
Landrum,35.1747,-82.1849,1840014616
Elko New Market,44.5667,-93.338,1840007863
Monticello,30.4881,-91.0449,1840031106
Bells,35.7203,-89.0859,1840013394
Wilmer,32.5982,-96.6816,1840022056
New Boston,33.4612,-94.4182,1840020613
Watseka,40.7751,-87.7304,1840010336
Ashland City,36.2607,-87.0412,1840015304
Harlan,41.6496,-95.3268,1840000530
Potosi,37.9337,-90.775,1840009846
Whiting,41.6731,-87.4843,1840010227
Crooksville,39.769,-82.0956,1840012480
Dansville,42.5625,-77.6968,1840004430
Weston,39.0392,-80.4618,1840005930
Ahoskie,36.2843,-76.9898,1840015277
Benton City,46.2623,-119.4812,1840018480
Shelley,43.3795,-112.1261,1840021282
West Pittston,41.3295,-75.7998,1840000774
Forked River,39.8255,-74.1822,1840005524
Ligonier,41.4625,-85.5948,1840009278
Royal Pines,35.4783,-82.5038,1840013412
Penns Grove,39.7275,-75.4691,1840001530
Mount Plymouth,28.8024,-81.535,1840014049
Shelbyville,39.4096,-88.8005,1840009568
Dodgeville,42.966,-90.1297,1840002959
Royersford,40.1862,-75.5382,1840001376
Ford City,35.1647,-119.4584,1840017817
Lake Sarasota,27.2916,-82.437,1840029050
Cherry Grove,39.0802,-84.322,1840005879
Madisonville,30.9538,-95.9091,1840020861
Bloomfield,42.5488,-88.352,1840043424
Lincoln,46.7691,-100.6987,1840000158
Rockwell,34.4641,-93.1341,1840027857
McLoud,35.407,-97.1013,1840022764
Port Allen,30.4456,-91.2098,1840015026
Evansdale,42.4635,-92.2764,1840000441
Nowthen,45.3421,-93.4495,1840022338
Baxter Springs,37.0196,-94.7351,1840001714
Seat Pleasant,38.8952,-76.9016,1840005979
Palos Park,41.6682,-87.8885,1840011312
Manning,33.6933,-80.2167,1840015655
Columbia,37.1036,-85.3074,1840014384
Candlewick Lake,42.3524,-88.8693,1840141570
Campanilla,18.4229,-66.2382,1630035630
Winnfield,31.924,-92.6425,1840015837
Mead,40.2321,-104.9928,1840022396
Santa Bárbara,18.3951,-65.9176,1630023714
Harrington Park,40.9899,-73.9803,1840003557
Archbold,41.5165,-84.3036,1840011510
Silverton,39.1884,-84.401,1840001614
Medina,26.929,-99.2614,1840136274
Madill,34.0867,-96.7741,1840020543
El Jebel,39.4051,-107.092,1840017536
Campbelltown,40.2761,-76.5848,1840005427
Grandyle Village,42.9866,-78.9524,1840024062
Edwardsville,41.2614,-75.9071,1840000748
Chula Vista,28.6573,-100.422,1840073267
Camino Tassajara,37.7909,-121.885,1840028420
Emerald Lake Hills,37.4662,-122.2675,1840028374
Weston Lakes,29.6627,-95.9353,1840023155
Indian Mountain Lake,41.0003,-75.5058,1840035026
Butler Beach,29.798,-81.2653,1840029025
Penitas,26.2508,-98.4426,1840021029
Dexter,42.3319,-83.8803,1840011193
Highlands,40.4036,-73.9899,1840003688
Lake San Marcos,33.1196,-117.2088,1840018024
Headland,31.3501,-85.3523,1840014949
Summit,32.0619,-110.9483,1840019488
Westwood,38.4806,-82.6798,1840142797
Eldon,38.3512,-92.5766,1840008659
Deale,38.791,-76.5469,1840005911
Winchester,40.172,-84.9766,1840014526
Castroville,29.3513,-98.8711,1840019656
Crystal City,38.2226,-90.3813,1840007505
Baldwin City,38.7782,-95.1879,1840007415
Fountain Hill,40.6029,-75.3961,1840001049
Gladstone,45.8522,-87.0356,1840003926
Miami Heights,39.1687,-84.7152,1840034233
Broad Brook,41.9097,-72.5426,1840004776
Mountain Grove,37.1341,-92.266,1840008744
Falmouth,38.3319,-77.4655,1840006215
Cheboygan,45.6415,-84.4685,1840002047
Bishopville,34.2202,-80.2483,1840013634
Placitas,35.3226,-106.4436,1840019064
Westmont,40.3194,-78.9524,1840001128
Morgan's Point Resort,31.1518,-97.4581,1840037019
Lexington,40.68,-82.5793,1840011882
Sierra View,41.0007,-75.4476,1840035455
Lake View,33.2802,-87.1258,1840016839
Wayland,42.6725,-85.6408,1840000421
Sherman,39.8876,-89.6066,1840012455
Mountain Lake Park,39.4004,-79.3812,1840005633
Smith Mills,41.6432,-70.992,1840004736
Mattituck,41.0012,-72.5419,1840005091
Brookdale,33.5183,-80.8332,1840035795
Connerton,28.3022,-82.4624,1840038857
Brisbane,37.6898,-122.402,1840028147
North Braddock,40.4023,-79.8533,1840001248
June Park,28.0718,-80.6874,1840014074
South Lebanon,39.3672,-84.2204,1840012616
Bigfork,48.0852,-114.0551,1840017296
Osage Beach,38.1353,-92.6479,1840009754
Brielle,40.1048,-74.0636,1840001357
Summerside,39.1187,-84.2862,1840034135
Spurgeon,36.443,-82.4621,1840013334
Tuscola,39.7967,-88.2749,1840010587
Cherokee Village,36.2959,-91.5696,1840014446
Sandy Oaks,29.1821,-98.4081,1840037146
Carolina Shores,33.9076,-78.5738,1840015581
Granite Falls,35.7966,-81.4233,1840016189
Hawthorne,41.1035,-73.7969,1840004922
Chester,38.9677,-76.2823,1840005894
Millis-Clicquot,42.1648,-71.3544,1840073515
Wayzata,44.9671,-93.5161,1840010000
Tama,41.9648,-92.5746,1840009150
Madison,33.579,-83.4758,1840015676
Paradise Hills,35.1981,-106.7023,1840024971
Tulia,34.5374,-101.7742,1840021880
West Elmira,42.0879,-76.8473,1840004687
Phoenix,42.2748,-122.8151,1840020077
Reiffton,40.3126,-75.8662,1840005391
Danville,40.9615,-76.6121,1840000854
Little Falls,43.0452,-74.8566,1840000333
Boalsburg,40.7783,-77.7734,1840005154
Woodruff,34.7397,-82.0323,1840015484
Galeville,43.0889,-76.1815,1840004315
Jackson,31.5318,-87.8915,1840014935
Pea Ridge,30.6029,-87.1022,1840043095
Kaplan,30.006,-92.284,1840015050
Lemoyne,40.2442,-76.8991,1840001387
Durand,42.9127,-83.989,1840003071
East Palestine,40.8392,-80.5467,1840008292
Gardnertown,41.5328,-74.0594,1840004861
Wanamassa,40.2365,-74.0294,1840005452
Spruce Pine,35.9104,-82.0731,1840017751
Swartz,32.5809,-91.9869,1840013812
Hebbronville,27.3239,-98.686,1840018298
Daingerfield,33.0306,-94.725,1840019406
Hampton,39.4222,-76.5696,1840005692
Comerío,18.2203,-66.2243,1630023541
Vilonia,35.0807,-92.2088,1840015465
Auburn,39.5762,-89.7441,1840007301
Rock Hill,38.6091,-90.3673,1840009770
Cape May Court House,39.079,-74.8207,1840005864
Blountstown,30.443,-85.0455,1840013952
Vandercook Lake,42.1916,-84.3854,1840006977
Hazardville,41.9899,-72.5256,1840000504
Edenton,36.058,-76.6008,1840016103
Old Westbury,40.7866,-73.5975,1840005316
Daytona Beach Shores,29.1723,-80.9808,1840015069
Creedmoor,36.1223,-78.6758,1840014434
Higginsville,39.0653,-93.727,1840007389
Coldwater,40.4833,-84.6317,1840012000
Woodmore,38.9222,-76.781,1840005969
Spotsylvania Courthouse,38.1982,-77.5885,1840006269
Winnsboro,34.3718,-81.0907,1840016627
Bushnell,28.6856,-82.116,1840014067
Haskell,34.5095,-92.6406,1840013571
Village of Four Seasons,38.1974,-92.7179,1840032256
Altavista,37.1232,-79.2858,1840006438
Newport,34.9832,-81.0992,1840013520
Dundee,41.9643,-83.6636,1840013156
Cold Spring,45.4572,-94.4296,1840006682
Oak View,34.399,-119.2976,1840019199
North Sea,40.933,-72.4047,1840005060
Neptune City,40.2005,-74.0333,1840003677
Lajas,18.0453,-67.0583,1630023598
Pascoag,41.9518,-71.7041,1840003294
Wingate,34.9852,-80.4497,1840016460
Williamstown,40.5809,-76.617,1840001298
Montebello,41.1317,-74.1134,1840004978
